35000;243;28
35000;244;28
35000;245;28
35000;250;29
35000;251;29
35000;300;30
35000;301;30
35000;302;30
35000;303;30
35000;304;30
35000;305;30
35000;306;30
35000;307;30
35000;308;30
35000;309;30
35000;310;30
35000;311;30
35000;312;30
35000;330;31
35000;331;31
35000;350;35
35000;351;35
35000;352;35
35000;355;36
35000;360;37
35000;400;43
35000;401;43
35000;402;43
35000;403;43
35000;404;43
35000;410;44
35000;411;43
35000;420;41
35000;421;41
35000;430;42
35000;431;42
35000;450;40
35000;451;40
35000;452;40
35000;500;50
35000;501;50
35000;502;50
35000;510;51
35000;511;51
35000;512;52
35000;515;53
35000;520;54
35000;521;54
35000;530;55
35000;531;55
35000;532;55
35000;533;55
35000;534;55
35000;535;55
35000;540;56
35000;541;56
35000;542;56
35000;543;56
35000;550;57
35000;551;57
35000;552;57
35000;560;58
35000;561;58
35000;562;58
35000;600;60
35000;601;62
35000;602;63
35000;604;62
35000;605;62
35000;606;68
35000;607;63
35000;608;64
35000;609;66
35000;610;70
35000;611;70
35000;612;71
35000;613;71
35000;614;71
35000;626;65
35000;627;65
35000;628;65
35000;630;61
35000;642;64
35000;643;67
35000;644;64
35000;659;63
35000;670;72
35000;675;76
35000;676;76
35000;677;76
35000;680;73
35000;681;74
35000;682;75
35000;683;75
35000;700;80
35000;710;81
35000;720;81
35000;730;82
35000;731;82
35000;732;82
35000;733;82
35000;734;82
35000;735;82
35000;750;85
35000;800;90
35000;801;90
35000;802;90
35000;803;90
35000;804;90
35000;805;90
35000;806;90
35000;807;90
35000;808;90
35000;809;90
35000;810;90
35000;811;90
35000;812;90
35000;813;90
35000;814;90
35000;815;90
35000;816;90
35000;817;90
35000;818;90
35000;819;90
35000;820;90
35000;821;90
35000;822;90
35000;823;90
35000;824;90
35000;825;90
35000;826;90
35000;827;90
35000;828;90
35000;829;90
35000;830;90
35000;831;90
35000;832;90
35000;833;90
35000;850;95
35000;851;95
35000;852;95
35000;853;95
35000;870;96
35000;871;96
35000;872;96
35000;873;96
35000;874;96
35000;875;96
35000;876;96
35000;877;96
35000;878;96
35000;879;96
35000;880;96
35000;881;96
35000;882;96
35000;950;41
35000;951;41
35000;952;41
35000;953;41
35000;954;41
35000;955;41
35000;956;41
35000;957;41
35000;958;41
35000;959;41
35000;990;60
35000;991;80
35000;992;40
35000;993;59
35000;994;27
35000;995;11
35000;996;59
35000;997;27
35000;999;41
35001;100;90
35001;150;90
35001;200;90
35001;250;50
35001;251;50
35001;252;50
35001;253;50
35001;254;50
35001;300;25
35001;350;30
35001;400;40
35001;440;44
35001;450;90
35001;500;90
35001;550;90
35001;600;90
35001;650;90
35004;100;50
35004;150;90
35004;200;50
35004;250;50
35004;250;50
35004;251;50
35004;252;50
35004;253;50
35004;300;50
35004;350;50
35004;400;50
35004;440;44
35004;450;50
35004;500;50
35004;550;50
35004;600;50
35004;650;50
35007;100;90
35007;150;90
35007;200;90
35007;250;50
35007;251;50
35007;252;50
35007;252;50
35007;300;25
35007;350;30
35007;400;40
35007;440;44
35007;450;90
35007;500;90
35007;550;90
35007;600;90
35007;650;90
35012;100;90
35012;150;90
35012;200;90
35012;250;50
35012;251;50
35012;251;50
35012;251;50
35012;251;50
35012;252;50
35012;253;50
35012;254;50
35012;300;50
35012;350;50
35012;400;50
35012;440;44
35012;450;90
35012;500;90
35012;550;90
35012;600;90
35012;650;90
35015;100;90
35015;150;90
35015;200;90
35015;250;50
35015;251;50
35015;251;50
35015;251;50
35015;252;50
35015;252;50
35015;253;50
35015;253;50
35015;300;50
35015;350;50
35015;400;50
35015;440;44
35015;450;90
35015;500;90
35015;550;90
35015;600;90
35015;650;90
35016;100;90
35016;150;90
35016;200;90
35016;250;50
35016;251;50
35016;300;25
35016;350;30
35016;400;40
35016;440;44
35016;450;90
35016;500;90
35016;550;90
35016;600;90
35016;650;90
35017;100;90
35017;150;90
35017;200;90
35017;250;50
35017;251;50
35017;300;25
35017;350;30
35017;400;40
35017;440;44
35017;450;90
35017;500;90
35017;550;90
35017;600;90
35017;650;90
35018;100;90
35018;150;90
35018;200;90
35018;250;50
35018;251;50
35018;251;50
35018;252;50
35018;252;50
35018;300;25
35018;350;30
35018;400;40
35018;440;44
35018;450;90
35018;500;90
35018;550;90
35018;600;90
35018;650;90
35019;100;90
35019;150;90
35019;200;90
35019;250;50
35019;251;50
35019;252;50
35019;300;25
35019;350;30
35019;400;40
35019;440;44
35019;450;90
35019;500;90
35019;550;90
35019;600;90
35019;650;90
35020;100;90
35020;150;90
35020;200;90
35020;250;50
35020;251;50
35020;300;25
35020;350;30
35020;400;40
35020;440;44
35020;450;90
35020;500;90
35020;550;90
35020;600;90
35020;650;90
35021;100;50
35021;150;90
35021;200;50
35021;250;50
35021;251;50
35021;251;50
35021;252;50
35021;253;50
35021;300;50
35021;350;50
35021;400;50
35021;440;50
35021;450;50
35021;500;50
35021;550;50
35021;600;50
35021;650;50
35022;100;90
35022;150;90
35022;200;90
35022;250;50
35022;251;50
35022;251;50
35022;252;50
35022;253;50
35022;254;50
35022;255;50
35022;256;50
35022;257;50
35022;300;50
35022;350;50
35022;400;50
35022;440;44
35022;450;90
35022;500;90
35022;550;90
35022;600;90
35022;650;90
35026;100;90
35026;150;90
35026;200;90
35026;250;50
35026;251;50
35026;252;50
35026;253;50
35026;300;25
35026;350;30
35026;400;40
35026;440;44
35026;450;90
35026;500;90
35026;550;90
35026;600;90
35026;650;90
35027;100;90
35027;150;90
35027;200;90
35027;250;50
35027;251;50
35027;252;50
35027;300;25
35027;350;30
35027;400;40
35027;440;44
35027;450;90
35027;500;90
35027;550;90
35027;600;90
35027;650;90
35029;100;90
35029;150;90
35029;200;90
35029;250;50
35029;251;50
35029;252;50
35029;300;50
35029;350;50
35029;400;50
35029;440;44
35029;450;90
35029;500;90
35029;550;90
35029;600;90
35029;650;90
35030;100;90
35030;150;90
35030;200;90
35030;250;50
35030;251;50
35030;252;50
35030;253;50
35030;254;50
35030;255;50
35030;300;50
35030;350;50
35030;400;50
35030;440;44
35030;450;90
35030;500;90
35030;550;50
35030;600;50
35030;650;90
35034;100;90
35034;150;90
35034;200;90
35034;250;25
35034;251;25
35034;252;25
35034;253;25
35034;300;25
35034;350;30
35034;400;40
35034;440;44
35034;450;90
35034;500;90
35034;550;90
35034;600;90
35034;650;90
35039;100;90
35039;150;92
35039;200;90
35039;250;50
35039;251;80
35039;251;80
35039;252;80
35039;253;80
35039;254;80
35039;255;51
35039;255;51
35039;256;81
35039;257;52
35039;258;81
35039;300;25
35039;350;30
35039;400;40
35039;440;44
35039;450;90
35039;500;90
35039;550;15
35039;600;16
35039;650;95
35047;100;50
35047;150;90
35047;200;50
35047;250;50
35047;251;50
35047;252;50
35047;253;50
35047;254;50
35047;255;50
35047;300;50
35047;301;50
35047;302;50
35047;304;50
35047;350;50
35047;400;50
35047;440;50
35047;450;50
35047;500;50
35047;550;50
35047;600;50
35047;650;50
35049;100;90
35049;150;90
35049;200;90
35049;250;50
35049;251;50
35049;252;50
35049;253;50
35049;300;25
35049;350;30
35049;400;40
35049;440;44
35049;450;90
35049;500;90
35049;550;90
35049;600;90
35049;650;90
35051;100;90
35051;150;90
35051;200;90
35051;250;50
35051;251;50
35051;300;25
35051;350;30
35051;400;40
35051;440;44
35051;450;90
35051;500;90
35051;550;90
35051;600;90
35051;650;90
35052;100;90
35052;150;90
35052;200;90
35052;250;50
35052;251;50
35052;252;50
35052;253;50
35052;254;50
35052;300;25
35052;350;30
35052;400;40
35052;440;44
35052;450;90
35052;500;90
35052;550;90
35052;600;90
35052;650;90
35053;100;90
35053;150;90
35053;200;90
35053;250;50
35053;251;50
35053;252;50
35053;253;50
35053;253;50
35053;254;50
35053;255;50
35053;300;25
35053;350;30
35053;400;40
35053;440;44
35053;450;90
35053;500;90
35053;550;90
35053;600;90
35053;650;90
35055;100;90
35055;150;90
35055;200;90
35055;250;50
35055;251;50
35055;251;50
35055;251;50
35055;252;50
35055;252;50
35055;252;50
35055;252;50
35055;252;50
35055;253;50
35055;253;50
35055;253;50
35055;300;50
35055;350;50
35055;351;50
35055;354;50
35055;400;50
35055;401;50
35055;404;50
35055;405;50
35055;450;90
35055;500;90
35055;550;90
35055;600;90
35055;650;90
35056;100;90
35056;150;90
35056;200;90
35056;250;50
35056;251;51
35056;252;52
35056;253;53
35056;300;25
35056;350;30
35056;400;40
35056;440;44
35056;450;90
35056;500;90
35056;550;90
35056;600;90
35056;650;90
35060;100;90
35060;150;90
35060;200;90
35060;250;50
35060;251;51
35060;252;52
35060;253;53
35060;300;25
35060;350;30
35060;400;40
35060;440;44
35060;450;90
35060;500;90
35060;550;90
35060;600;90
35060;650;90
35062;100;90
35062;150;90
35062;200;90
35062;250;50
35062;251;50
35062;300;25
35062;350;30
35062;400;40
35062;440;44
35062;450;90
35062;500;90
35062;550;90
35062;600;90
35062;650;90
35063;100;90
35063;150;90
35063;200;90
35063;250;50
35063;251;51
35063;252;51
35063;253;51
35063;254;52
35063;255;52
35063;256;52
35063;257;52
35063;258;53
35063;259;52
35063;260;52
35063;261;51
35063;300;25
35063;350;53
35063;351;53
35063;400;53
35063;440;53
35063;450;90
35063;500;90
35063;550;50
35063;600;50
35063;650;90
35064;100;90
35064;150;90
35064;200;90
35064;250;50
35064;251;51
35064;252;52
35064;300;25
35064;350;30
35064;400;40
35064;440;44
35064;450;90
35064;500;90
35064;550;90
35064;600;90
35064;650;90
35065;100;90
35065;150;90
35065;200;90
35065;250;50
35065;251;51
35065;252;52
35065;253;53
35065;254;54
35065;300;25
35065;350;30
35065;400;40
35065;440;44
35065;450;90
35065;500;90
35065;550;90
35065;600;90
35065;650;90
35066;100;90
35066;150;90
35066;200;90
35066;250;50
35066;251;50
35066;300;25
35066;350;30
35066;400;40
35066;440;44
35066;450;90
35066;500;90
35066;550;90
35066;600;90
35066;650;90
35069;100;50
35069;150;90
35069;200;50
35069;250;50
35069;251;50
35069;252;50
35069;253;50
35069;300;25
35069;350;50
35069;351;50
35069;352;50
35069;400;40
35069;440;44
35069;450;90
35069;500;90
35069;550;50
35069;600;50
35069;650;50
35071;100;90
35071;150;90
35071;200;90
35071;250;50
35071;251;50
35071;252;50
35071;300;25
35071;350;30
35071;400;40
35071;440;44
35071;450;90
35071;500;90
35071;550;90
35071;600;90
35071;650;90
35096;100;90
35096;150;90
35096;200;90
35096;250;50
35096;251;51
35096;252;52
35096;300;25
35096;350;30
35096;400;40
35096;440;44
35096;450;90
35096;500;90
35096;550;90
35096;600;90
35096;650;90
35099;100;90
35099;150;90
35099;200;90
35099;250;50
35099;251;51
35099;252;52
35099;300;25
35099;350;30
35099;400;40
35099;440;44
35099;450;90
35099;500;90
35099;550;90
35099;600;90
35099;650;90
35100;100;90
35100;110;91
35100;111;91
35100;112;91
35100;113;91
35100;114;91
35100;115;91
35100;116;91
35100;117;91
35100;118;91
35100;119;91
35100;120;91
35100;121;91
35100;122;91
35100;123;91
35100;124;91
35100;125;91
35100;126;91
35100;127;91
35100;128;91
35100;129;91
35100;130;91
35100;131;91
35100;132;91
35100;133;91
35100;134;91
35100;135;91
35100;136;91
35100;137;91
35100;138;91
35100;139;91
35100;140;91
35100;141;91
35100;142;91
35100;143;91
35100;144;91
35100;145;91
35100;150;12
35100;151;12
35100;152;12
35100;153;12
35100;154;12
35100;155;12
35100;156;12
35100;157;12
35100;158;12
35100;159;12
35100;160;12
35100;161;12
35100;162;12
35100;163;12
35100;164;12
35100;165;12
35100;166;12
35100;167;12
35100;168;12
35100;169;12
35100;170;12
35100;171;12
35100;172;12
35100;173;12
35100;174;12
35100;175;12
35100;176;12
35100;177;12
35100;178;12
35100;179;12
35100;180;12
35100;181;12
35100;182;12
35100;183;12
35100;184;12
35100;185;12
35100;186;12
35100;187;12
35100;188;12
35100;189;12
35100;190;12
35100;191;12
35100;192;12
35100;193;12
35100;194;12
35100;195;12
35100;196;12
35100;197;12
35100;198;12
35100;199;12
35101;100;90
35160;111;90
35210;111;90
35210;222;90
35210;350;90
35210;351;90
35210;352;90
35240;111;90
35240;222;90
35240;333;90
35240;356;90
35240;357;90
35240;358;90
35240;359;90
35260;111;90
35290;111;90
35310;111;90
35322;1;90
35322;5;90
35322;10;90
35322;600;90
35322;601;90
35322;603;90
35322;700;90
35624;111;90
35631;111;90
35633;111;90
35636;111;90
35900;100;90
35900;101;90
35901;100;90
35901;244;90
35901;300;90
35901;304;90
35910;100;90
35910;101;90
35910;102;90
35910;400;90
35912;100;90
35912;101;90
35912;102;90
35912;103;90
35912;104;90
