BANKLEITZAHL|KST_NEU|KST_ALT|BEZEICHNUNG|BEZEICHNUNG_LANG|GESCHÄFTSBEREICH|GESCHÄFTSBEREICH_BEZEICHNUNG|GESCHÄFTSBEREICH_VERANTWORTL|SEGMENT|SEGMENT_BEZEICHNUNG|SEGMENT_VERANTWORTLICHER|ORGEINHEIT|ORGEINHEIT_BEZEICHNUNG|ORGEINHEIT_VERANTWORTLICHER|BEREICH|BEREICH_BEZEICHNUNG|BEREICH_VERANTWORTLICHER|BANKSTELLE|KZ_PLANBAR|KZ_ZUORDNEN|GÜLTIG_BIS|GÜLTIG_VON
35000|122|32012|Lagerhaus Göming|32012 Lagerhaus Göming|90|Beteiligungen & Immobilien||90|Immobilien||91|Ware 3er||91|Ware 3er||00|J|J|9999-12-31|2022-01-01
35000|123|32015|Lagerhaus Michaelbeuern|32015 Lagerhaus Michaelbeuern|90|Beteiligungen & Immobilien||90|Immobilien||91|Ware 3er||91|Ware 3er||00|J|J|9999-12-31|2022-01-01
35000|124|32022|Lagerhaus Wals|32022 Lagerhaus Wals|90|Beteiligungen & Immobilien||90|Immobilien||91|Ware 3er||91|Ware 3er||00|J|J|9999-12-31|2022-01-01
35000|125|32024|Lagerhaus Steindorf|32024 Lagerhaus Steindorf|90|Beteiligungen & Immobilien||90|Immobilien||91|Ware 3er||91|Ware 3er||00|J|J|9999-12-31|2022-01-01
35000|126|32031|Lagerhaus Grödig|32031 Lagerhaus Grödig|90|Beteiligungen & Immobilien||90|Immobilien||91|Ware 3er||91|Ware 3er||00|J|J|9999-12-31|2022-01-01
35000|127|34003|Lagerhaus St. Michael|34003 Lagerhaus St. Michael|90|Beteiligungen & Immobilien||90|Immobilien||91|Ware 3er||91|Ware 3er||00|J|J|9999-12-31|2022-01-01
35000|128|34004|Lagerhaus Zederhaus|34004 Lagerhaus Zederhaus|90|Beteiligungen & Immobilien||90|Immobilien||91|Ware 3er||91|Ware 3er||00|J|J|9999-12-31|2022-01-01
35000|129|34040|Lgh & Technik Tamsweg|34040 Lgh & Technik Tamsweg|90|Beteiligungen & Immobilien||90|Immobilien||91|Ware 3er||91|Ware 3er||00|J|J|9999-12-31|2022-01-01
35000|130|35012|Lagerhaus Großarl|35012 Lagerhaus Großarl|90|Beteiligungen & Immobilien||90|Immobilien||91|Ware 3er||91|Ware 3er||00|J|J|9999-12-31|2022-01-01
35000|131|35013|Lagerhaus Wagrain|35013 Lagerhaus Wagrain|90|Beteiligungen & Immobilien||90|Immobilien||91|Ware 3er||91|Ware 3er||00|J|J|9999-12-31|2022-01-01
35000|132|35030|Lagerhaus Bischofshofen|35030 Lagerhaus Bischofshofen|90|Beteiligungen & Immobilien||90|Immobilien||91|Ware 3er||91|Ware 3er||00|J|J|9999-12-31|2022-01-01
35000|133|35040|Lgh & Technik St. Johann|35040 Lgh & Technik St. Johann|90|Beteiligungen & Immobilien||90|Immobilien||91|Ware 3er||91|Ware 3er||00|J|J|9999-12-31|2022-01-01
35000|134|35041|Lagerhaus Taxenbach|35041 Lagerhaus Taxenbach|90|Beteiligungen & Immobilien||90|Immobilien||91|Ware 3er||91|Ware 3er||00|J|J|9999-12-31|2022-01-01
35000|135|35051|Lagerhaus Rauris|35051 Lagerhaus Rauris|90|Beteiligungen & Immobilien||90|Immobilien||91|Ware 3er||91|Ware 3er||00|J|J|9999-12-31|2022-01-01
35000|136|36000|Lagerhaus Saalfelden|36000 Lagerhaus Saalfelden|90|Beteiligungen & Immobilien||90|Immobilien||91|Ware 3er||91|Ware 3er||00|J|J|9999-12-31|2022-01-01
35000|137|36002|Lagerhaus Bruck|36002 Lagerhaus Bruck|90|Beteiligungen & Immobilien||90|Immobilien||91|Ware 3er||91|Ware 3er||00|J|J|9999-12-31|2022-01-01
35000|138|36003|Lagerhaus St. Martin|36003 Lagerhaus St. Martin|90|Beteiligungen & Immobilien||90|Immobilien||91|Ware 3er||91|Ware 3er||00|J|J|9999-12-31|2022-01-01
35000|139|36007|Lagerhaus Niedernsill|36007 Lagerhaus Niedernsill|90|Beteiligungen & Immobilien||90|Immobilien||91|Ware 3er||91|Ware 3er||00|J|J|9999-12-31|2022-01-01
35000|140|36011|Lagerhaus Saalbach|36011 Lagerhaus Saalbach|90|Beteiligungen & Immobilien||90|Immobilien||91|Ware 3er||91|Ware 3er||00|J|J|9999-12-31|2022-01-01
35000|141|36016|Lgh Oberpinzgau (Bramberg)|36016 Lgh Oberpinzgau (Bramb.)|90|Beteiligungen & Immobilien||90|Immobilien||91|Ware 3er||91|Ware 3er||00|J|J|9999-12-31|2022-01-01
35000|142|36017|Lagerhaus Mittersill|36017 Lagerhaus Mittersill|90|Beteiligungen & Immobilien||90|Immobilien||91|Ware 3er||91|Ware 3er||00|J|J|9999-12-31|2022-01-01
35000|143|36040|HV Saalfelden (alt)|36040 HV Saalfelden (alt)|90|Beteiligungen & Immobilien||90|Immobilien||91|Ware 3er||91|Ware 3er||00|J|J|9999-12-31|2022-01-01
35000|144|38002|Lagerhaus Obertrum|38002 Lagerhaus Obertrum|90|Beteiligungen & Immobilien||90|Immobilien||91|Ware 3er||91|Ware 3er||00|J|J|9999-12-31|2022-01-01
35000|145|39140|Areal Itzl. Mischfutterw|39140 Areal Itzl. Mischfutterw|90|Beteiligungen & Immobilien||90|Immobilien||91|Ware 3er||91|Ware 3er||00|J|J|9999-12-31|2022-01-01
35000|150|20000|Geschäftsleitung|20000 Geschäftsleitung|11|Ware||12|Ware eigene KST||12|Ware eigene KST||12|Ware eigene KST||00||J|9999-12-31|2015-01-01
35000|151|20100|Sekretariat|20100 Sekretariat|11|Ware||12|Ware eigene KST||12|Ware eigene KST||12|Ware eigene KST||00||J|9999-12-31|2015-01-01
35000|152|20140|HV Zentrale Gerberstraße|20140 HV Zentrale Gerberstraße|11|Ware||12|Ware eigene KST||12|Ware eigene KST||12|Ware eigene KST||00||J|9999-12-31|2023-01-01
35000|153|20200|Projekte & Organisation|20200 Projekte & Organisation|11|Ware||12|Ware eigene KST||12|Ware eigene KST||12|Ware eigene KST||00||J|9999-12-31|2015-01-01
35000|154|20500|Transformation & Nachhaltigk.|20500 Transform.&Nachhaltigk.|11|Ware||12|Ware eigene KST||12|Ware eigene KST||12|Ware eigene KST||00||J|9999-12-31|2015-01-01
35000|155|30110|Zentrallager|30110 Zentrallager|11|Ware||12|Ware eigene KST||12|Ware eigene KST||12|Ware eigene KST||00||J|9999-12-31|2023-01-01
35000|156|30120|Lager Mischfutterwerk|30120 Lager Mischfutterwerk|11|Ware||12|Ware eigene KST||12|Ware eigene KST||12|Ware eigene KST||00||J|9999-12-31|2023-01-01
35000|157|30200|Fuhrpark|30200 Furhpark|11|Ware||12|Ware eigene KST||12|Ware eigene KST||12|Ware eigene KST||00||J|9999-12-31|2023-01-01
35000|158|30220|Fuhrpark Pongau|30220 Fuhrpark Pongau|11|Ware||12|Ware eigene KST||12|Ware eigene KST||12|Ware eigene KST||00||J|9999-12-31|2023-01-01
35000|159|30230|Fuhrpark Pinzgau|30230 Fuhrpark Pinzgau|11|Ware||12|Ware eigene KST||12|Ware eigene KST||12|Ware eigene KST||00||J|9999-12-31|2023-01-01
35000|160|30250|Fuhrpark Energie|30250 Fuhrpark Energie|11|Ware||12|Ware eigene KST||12|Ware eigene KST||12|Ware eigene KST||00||J|9999-12-31|2023-01-01
35000|161|30300|Deutscher Betrieb|30300 Deutscher Betrieb|11|Ware||12|Ware eigene KST||12|Ware eigene KST||12|Ware eigene KST||00||J|9999-12-31|2023-01-01
35000|162|31100|VL Technik|31100 VL Technik|11|Ware||12|Ware eigene KST||12|Ware eigene KST||12|Ware eigene KST||00||J|9999-12-31|2023-01-01
35000|163|31101|Technik Salzburg|31101 Technik Salzburg|11|Ware||12|Ware eigene KST||12|Ware eigene KST||12|Ware eigene KST||00||J|9999-12-31|2023-01-01
35000|164|31103|Technik Tamsweg|31103 Technik Tamsweg|11|Ware||12|Ware eigene KST||12|Ware eigene KST||12|Ware eigene KST||00||J|9999-12-31|2023-01-01
35000|165|31105|Technik Saalfelden|31105 Technik Saalfelden|11|Ware||12|Ware eigene KST||12|Ware eigene KST||12|Ware eigene KST||00||J|9999-12-31|2023-01-01
35000|166|31106|Technik St. Johann|31106 Technik St. Johann|11|Ware||12|Ware eigene KST||12|Ware eigene KST||12|Ware eigene KST||00||J|9999-12-31|2023-01-01
35000|167|31109|Technik-Verkauf Flachgau Ost|31109 Techn.-Vkf. Flachgau Ost|11|Ware||12|Ware eigene KST||12|Ware eigene KST||12|Ware eigene KST||00||J|9999-12-31|2023-01-01
35000|168|31111|Technik-Verkauf Flachgau Süd|31111 Techn.-Vkf. Flachgau Süd|11|Ware||12|Ware eigene KST||12|Ware eigene KST||12|Ware eigene KST||00||J|9999-12-31|2023-01-01
35000|169|31112|Technik-Verkauf Tennengau|31112 Techn.-Vkf. Tennengau|11|Ware||12|Ware eigene KST||12|Ware eigene KST||12|Ware eigene KST||00||J|9999-12-31|2023-01-01
35000|170|31135|Kühl- u. Melktechnik Pinzgau|31135 Kühl- u. Melkt. Pinzgau|11|Ware||12|Ware eigene KST||12|Ware eigene KST||12|Ware eigene KST||00||J|9999-12-31|2023-01-01
35000|171|31136|Kühl- u. Melktechnik Bruck|31136 Kühl- u.  Melkt. Bruck|11|Ware||12|Ware eigene KST||12|Ware eigene KST||12|Ware eigene KST||00||J|9999-12-31|2023-01-01
35000|172|31137|Kühl- u. Melktechnik Flachgau|31137 Kühl- u. Melkt. Flachg.|11|Ware||12|Ware eigene KST||12|Ware eigene KST||12|Ware eigene KST||00||J|9999-12-31|2023-01-01
35000|173|31210|FB Technik/Verkauf|31210 FB Technik/Verkauf|11|Ware||12|Ware eigene KST||12|Ware eigene KST||12|Ware eigene KST||00||J|9999-12-31|2023-01-01
35000|174|31220|FB Werkstätten|31220 FB Werkstätten|11|Ware||12|Ware eigene KST||12|Ware eigene KST||12|Ware eigene KST||00||J|9999-12-31|2023-01-01
35000|175|32100|VL Flach- und Tennengau|31141 Lgh.Technik Bergheim|11|Ware||12|Ware eigene KST||12|Ware eigene KST||12|Ware eigene KST||00||J|9999-12-31|2023-01-01
35000|176|32009|Lagerhaus St. Kolomann|32008 Lagerhaus St. Kolomann|11|Ware||12|Ware eigene KST||12|Ware eigene KST||12|Ware eigene KST||00||J|9999-12-31|2023-01-01
35000|177|34100|VL Lungau|34100 VL Lungau|11|Ware||12|Ware eigene KST||12|Ware eigene KST||12|Ware eigene KST||00||J|9999-12-31|2023-01-01
35000|178|34000|Lagerhaus Tamsweg|34000 Lagerhaus Tamsweg|11|Ware||12|Ware eigene KST||12|Ware eigene KST||12|Ware eigene KST||00||J|9999-12-31|2023-01-01
35000|179|35100|VL Pongau|35100 VL Pongau|11|Ware||12|Ware eigene KST||12|Ware eigene KST||12|Ware eigene KST||00||J|9999-12-31|2023-01-01
35000|180|35011|Lagerhaus St. Johann|35011 Lagerhaus St. Johann|11|Ware||12|Ware eigene KST||12|Ware eigene KST||12|Ware eigene KST||00||J|9999-12-31|2023-01-01
35000|181|36100|VL Pinzgau|36100 VL Pinzgau|11|Ware||12|Ware eigene KST||12|Ware eigene KST||12|Ware eigene KST||00||J|9999-12-31|2023-01-01
35000|182|39100|FB Landwirtschaft|39100 FB Landwirtschaft|11|Ware||12|Ware eigene KST||12|Ware eigene KST||12|Ware eigene KST||00||J|9999-12-31|2023-01-01
35000|183|39110|Produktion|39100 Produktion|11|Ware||12|Ware eigene KST||12|Ware eigene KST||12|Ware eigene KST||00||J|9999-12-31|2023-01-01
35000|184|39120|Außendienst|39120 Außendienst|11|Ware||12|Ware eigene KST||12|Ware eigene KST||12|Ware eigene KST||00||J|9999-12-31|2023-01-01
35000|185|39210|FB Haushalt|39210 FB Haushalt|11|Ware||12|Ware eigene KST||12|Ware eigene KST||12|Ware eigene KST||00||J|9999-12-31|2023-01-01
35000|186|39220|FB Garten|39220 FB Garten|11|Ware||12|Ware eigene KST||12|Ware eigene KST||12|Ware eigene KST||00||J|9999-12-31|2023-01-01
35000|187|39230|FB Werkzeug|39230 FB Werkzeug|11|Ware||12|Ware eigene KST||12|Ware eigene KST||12|Ware eigene KST||00||J|9999-12-31|2023-01-01
35000|188|39310|FB Rohbau|39310 FB Rohbau|11|Ware||12|Ware eigene KST||12|Ware eigene KST||12|Ware eigene KST||00||J|9999-12-31|2023-01-01
35000|189|39320|FB Innenausbau|39320 FB Innenausbau|11|Ware||12|Ware eigene KST||12|Ware eigene KST||12|Ware eigene KST||00||J|9999-12-31|2023-01-01
35000|190|39400|FB Energie|39400 FB Energie|11|Ware||12|Ware eigene KST||12|Ware eigene KST||12|Ware eigene KST||00||J|9999-12-31|2023-01-01
